duration_hours,start_forecast_hour,end_forecast_hour,valid_start_utc,valid_end_utc,message_count,variables,grib2,grib2_sha256,sidecar,sidecar_sha256,inventory,inventory_sha256,size_bytes
6,0,6,2026-09-23T12:00:00Z,2026-09-23T18:00:00Z,5,expected_precip_mm;prob_gt_0p25inch_percent;prob_gt_0p5inch_percent;prob_gt_1inch_percent;prob_gt_2inch_percent,6h/f00_f06/hrrr_2026092312_f00_f06_gnncsgd_6h_core.grib2,2acf94670f2ea548142d77a1f56e599b7a08f78198822cfe1a2a5dd955ed5182,6h/f00_f06/hrrr_2026092312_f00_f06_gnncsgd_6h_core.grib2.json,76e99b30c193d28a951bf9a3cf01ee95c2e2730ecddd7d1d3b7264970b72f9ba,6h/f00_f06/wgrib2_inventory.txt,3e777d837065dbe342b896f8b0101dc633f67f9ad08be52508b0bdf1a5e3ad4f,219342
6,6,12,2026-09-23T18:00:00Z,2026-09-24T00:00:00Z,5,expected_precip_mm;prob_gt_0p25inch_percent;prob_gt_0p5inch_percent;prob_gt_1inch_percent;prob_gt_2inch_percent,6h/f06_f12/hrrr_2026092312_f06_f12_gnncsgd_6h_core.grib2,21f194082e3ae969aeb1a30a091b6edfb82c99b9bcf95dd32fbb8f9a5d13449a,6h/f06_f12/hrrr_2026092312_f06_f12_gnncsgd_6h_core.grib2.json,ca455a0d2954f426ce2640b6293e72fd29c1a6c2e5ad51f97ea8b8b47bd2e42c,6h/f06_f12/wgrib2_inventory.txt,5c936bb2eb592cfa42a3a8f6712c262a6aced9a25e16f8f1b0decf64f3756ce7,219342
6,12,18,2026-09-24T00:00:00Z,2026-09-24T06:00:00Z,5,expected_precip_mm;prob_gt_0p25inch_percent;prob_gt_0p5inch_percent;prob_gt_1inch_percent;prob_gt_2inch_percent,6h/f12_f18/hrrr_2026092312_f12_f18_gnncsgd_6h_core.grib2,3b5ff35a7246dfc5a07d8a847ce648dad67e636b74c13164f28296155687cef4,6h/f12_f18/hrrr_2026092312_f12_f18_gnncsgd_6h_core.grib2.json,36509ac43373b7808df81d3694a8a776c5a4bbfec4ab19c2da1a2e3c48175ea8,6h/f12_f18/wgrib2_inventory.txt,f6ce09d969887d594f9f380212ed49e9ef71d5236769521c5f493a26743c07cc,219342
6,18,24,2026-09-24T06:00:00Z,2026-09-24T12:00:00Z,5,expected_precip_mm;prob_gt_0p25inch_percent;prob_gt_0p5inch_percent;prob_gt_1inch_percent;prob_gt_2inch_percent,6h/f18_f24/hrrr_2026092312_f18_f24_gnncsgd_6h_core.grib2,27bf4b4387199da9b88ec5e419d27c836643fb3dcb5135d9f862bd25ffec9940,6h/f18_f24/hrrr_2026092312_f18_f24_gnncsgd_6h_core.grib2.json,850ba0d00e9aa3c9728b8815e9888468bccc33a7620a79f2bd1d88f4abe9968a,6h/f18_f24/wgrib2_inventory.txt,86ba139ad493389bb3ca31f56ebc5a744121b9f08ce3a1ffbbca222dfbc4951b,219342
6,24,30,2026-09-24T12:00:00Z,2026-09-24T18:00:00Z,5,expected_precip_mm;prob_gt_0p25inch_percent;prob_gt_0p5inch_percent;prob_gt_1inch_percent;prob_gt_2inch_percent,6h/f24_f30/hrrr_2026092312_f24_f30_gnncsgd_6h_core.grib2,10f260850fe2e679b8b0bba878a7c4d984e8cc287f9f0221155b2d5c6c9b9aea,6h/f24_f30/hrrr_2026092312_f24_f30_gnncsgd_6h_core.grib2.json,04fd02254817a57abdefc3dadc64bc0b39e5ada412297cb801cfb4f4a1df490b,6h/f24_f30/wgrib2_inventory.txt,6e474603d2122852a6fe091e5751bceaf3c84b5a0fb97df9b310d0ef08870f6a,219342
6,30,36,2026-09-24T18:00:00Z,2026-09-25T00:00:00Z,5,expected_precip_mm;prob_gt_0p25inch_percent;prob_gt_0p5inch_percent;prob_gt_1inch_percent;prob_gt_2inch_percent,6h/f30_f36/hrrr_2026092312_f30_f36_gnncsgd_6h_core.grib2,ae88c63e1fc2612bb97eba6b232f4682fbdcef08946ab98daa1893bcd4cb7d3d,6h/f30_f36/hrrr_2026092312_f30_f36_gnncsgd_6h_core.grib2.json,a17731c5e8157a76c6a00bc44457a17f0c113d593bdc24419d81c92eb14b2c19,6h/f30_f36/wgrib2_inventory.txt,7ec7f972971079d0fb5df0272f86f1ff5a51e268ca8c5c138c51b4054845012f,219342
6,36,42,2026-09-25T00:00:00Z,2026-09-25T06:00:00Z,5,expected_precip_mm;prob_gt_0p25inch_percent;prob_gt_0p5inch_percent;prob_gt_1inch_percent;prob_gt_2inch_percent,6h/f36_f42/hrrr_2026092312_f36_f42_gnncsgd_6h_core.grib2,47d8f36a4e8cc2fd8dc211993afeeab66bfa6f232d5f806781a01754bbfd3326,6h/f36_f42/hrrr_2026092312_f36_f42_gnncsgd_6h_core.grib2.json,6e5f3f100add8803ac320ae2fe2f8efc41d866fd60fd0cbfcd95ae5ccc197406,6h/f36_f42/wgrib2_inventory.txt,8b2fab161bebb941ef9152a8e797d318063109ec501eec4766ad20c6cbd04505,219342
6,42,48,2026-09-25T06:00:00Z,2026-09-25T12:00:00Z,5,expected_precip_mm;prob_gt_0p25inch_percent;prob_gt_0p5inch_percent;prob_gt_1inch_percent;prob_gt_2inch_percent,6h/f42_f48/hrrr_2026092312_f42_f48_gnncsgd_6h_core.grib2,5e249204cfd8bbb4a9dab8435cc3ff0fb34b6a4b6f1b5342002633b23203509f,6h/f42_f48/hrrr_2026092312_f42_f48_gnncsgd_6h_core.grib2.json,34fe456fcc489f8c4b401479ed62eaa8845860184630f17a52b9ee2c76855bb9,6h/f42_f48/wgrib2_inventory.txt,b8685b993cdc06c1654818c8ce01480f52b43a5d43e152012047740c5eea547f,219342
12,0,12,2026-09-23T12:00:00Z,2026-09-24T00:00:00Z,5,expected_precip_mm;prob_gt_0p5inch_percent;prob_gt_1inch_percent;prob_gt_2inch_percent;prob_gt_3inch_percent,12h/f00_f12/hrrr_2026092312_f00_f12_gnncsgd_12h_core.grib2,adb59557e19e0fd71f5a4e30b7b2da97eadd75cf58ae5d5ec7f7b30496a6917f,12h/f00_f12/hrrr_2026092312_f00_f12_gnncsgd_12h_core.grib2.json,6638fa43559865ea3d23427df0f9577b34b117fed0dd555bb340616ac6dcd57a,12h/f00_f12/wgrib2_inventory.txt,ca84fc2fb409d9a7408cd85452b554b23dcd163b5965359a5399ad54852d43ce,219342
12,6,18,2026-09-23T18:00:00Z,2026-09-24T06:00:00Z,5,expected_precip_mm;prob_gt_0p5inch_percent;prob_gt_1inch_percent;prob_gt_2inch_percent;prob_gt_3inch_percent,12h/f06_f18/hrrr_2026092312_f06_f18_gnncsgd_12h_core.grib2,a10fa8d5f72d3e1188080dfe8d76080e9f51d0fdf57160491e58fef070a04ca4,12h/f06_f18/hrrr_2026092312_f06_f18_gnncsgd_12h_core.grib2.json,8a21bdd8a285fecc713219390d9e7e6a17f5506fcaca3cd2064a959a8f4865bb,12h/f06_f18/wgrib2_inventory.txt,275ddd2ffe6abf98494347c9ac7bc783ae04b0632d8f395b16814743a461b204,219342
