duration_hours,group,n_samples,mean_crps_raw_hrrr,mean_crps_anncsgd,mean_crps_gnncsgd,crpss_anncsgd_vs_raw,crpss_gnncsgd_vs_raw,raw_crps_recomputed_check,raw_crps_absolute_difference,gnn_minus_ann_crps,gnn_crps_reduction_vs_ann_fraction,gnn_minus_ann_crpss,crps_winner,raw_to_ann_crps_reduction_fraction,raw_to_gnn_crps_reduction_fraction
6,overall,38888560,0.5775569745709396,0.33478000734207525,0.3296369742498748,0.4203515461123477,0.42925635259662764,0.5775569745709396,0.0,-0.005143033092200433,0.01536242600934448,0.008904806484279937,GNN-CSGD,0.4203515461123477,0.42925635259662764
12,overall,33987536,1.017348455932794,0.589260625026409,0.5813709441063142,0.42078781209126304,0.4285429532860868,1.017348455932794,0.0,-0.007889680920094788,0.013389119491466438,0.007755141194823789,GNN-CSGD,0.42078781209126304,0.4285429532860868
24,overall,24238760,1.8683949396813728,1.072531658820746,1.057315585819811,0.42596094859706135,0.4341048761349564,1.8683949396813728,0.0,-0.015216073000934971,0.014187061869730839,0.008143927537895057,GNN-CSGD,0.42596094859706135,0.4341048761349564
