duration_hours,threshold_mm,model,n_samples,n_events,cutoff,cutoff_label,true_positive,false_positive,false_negative,true_negative,hit_rate,false_positive_rate,area_under_displayed_curve,published_auc
24,25.4,ann_csgd,24238760,460544,0.5,0.5,110241,40329,350303,23737887,0.23937126528627015,0.0016960481812428652,0.8547314931829514,0.9666021721175413
24,25.4,ann_csgd,24238760,460544,0.4,0.4,145035,77748,315509,23700468,0.31492104988882713,0.003269715440384594,0.8547314931829514,0.9666021721175413
24,25.4,ann_csgd,24238760,460544,0.3,0.3,190361,151036,270183,23627180,0.41333944205113954,0.006351864244146827,0.8547314931829514,0.9666021721175413
24,25.4,ann_csgd,24238760,460544,0.2,0.2,251466,318249,209078,23459967,0.5460194899944414,0.013384057071396777,0.8547314931829514,0.9666021721175413
24,25.4,ann_csgd,24238760,460544,0.1,0.1,337010,817975,123534,22960241,0.7317650430794886,0.03440018376483753,0.8547314931829514,0.9666021721175413
24,25.4,ann_csgd,24238760,460544,0.0,0,460544,23778216,0,0,1.0,1.0,0.8547314931829514,0.9666021721175413
24,25.4,gnn_csgd,24238760,460544,,No positive forecasts,0,0,460544,23778216,0.0,0.0,0.8585927186160471,0.9690367048752809
24,25.4,gnn_csgd,24238760,460544,0.9,0.9,24214,1257,436330,23776959,0.05257695247359644,5.286351171172808e-05,0.8585927186160471,0.9690367048752809
24,25.4,gnn_csgd,24238760,460544,0.8,0.8,44140,4975,416404,23773241,0.09584317676486938,0.00020922511596328336,0.8585927186160471,0.9690367048752809
24,25.4,gnn_csgd,24238760,460544,0.7,0.7,65852,12031,394692,23766185,0.14298742356864924,0.0005059673105837713,0.8585927186160471,0.9690367048752809
24,25.4,gnn_csgd,24238760,460544,0.6,0.6,90299,23759,370245,23754457,0.19607029947192886,0.0009991918653611356,0.8585927186160471,0.9690367048752809
24,25.4,gnn_csgd,24238760,460544,0.5,0.5,118069,44414,342475,23733802,0.25636855544747084,0.001867844080481059,0.8585927186160471,0.9690367048752809
24,25.4,gnn_csgd,24238760,460544,0.4,0.4,151946,81696,308598,23696520,0.3299272165091718,0.0034357497635651053,0.8585927186160471,0.9690367048752809
24,25.4,gnn_csgd,24238760,460544,0.3,0.3,195494,153717,265050,23624499,0.4244849569205114,0.0064646145026187,0.8585927186160471,0.9690367048752809
24,25.4,gnn_csgd,24238760,460544,0.2,0.2,255566,321195,204978,23457021,0.5549220052807116,0.013507951984286795,0.8585927186160471,0.9690367048752809
24,25.4,gnn_csgd,24238760,460544,0.1,0.1,340443,818057,120101,22960159,0.739219271122846,0.0344036322994122,0.8585927186160471,0.9690367048752809
24,25.4,gnn_csgd,24238760,460544,0.0,0,460544,23778216,0,0,1.0,1.0,0.8585927186160471,0.9690367048752809
24,50.8,raw_hrrr,24238760,86106,,No positive forecasts,0,0,86106,24152654,0.0,0.0,0.6556465321763622,0.6556465321763622
24,50.8,raw_hrrr,24238760,86106,1.0,1,27057,70910,59049,24081744,0.3142289735906905,0.0029359092379661464,0.6556465321763622,0.6556465321763622
24,50.8,raw_hrrr,24238760,86106,0.0,0,86106,24152654,0,0,1.0,1.0,0.6556465321763622,0.6556465321763622
24,50.8,ann_csgd,24238760,86106,,No positive forecasts,0,0,86106,24152654,0.0,0.0,0.7422369447329665,0.9740383285274627
24,50.8,ann_csgd,24238760,86106,0.9,0.9,1815,77,84291,24152577,0.021078670475925022,3.1880554410293794e-06,0.7422369447329665,0.9740383285274627
24,50.8,ann_csgd,24238760,86106,0.8,0.8,3684,328,82422,24152326,0.04278447494948087,1.3580288112436836e-05,0.7422369447329665,0.9740383285274627
24,50.8,ann_csgd,24238760,86106,0.7,0.7,5867,856,80239,24151798,0.0681369474833345,3.544123970806687e-05,0.7422369447329665,0.9740383285274627
24,50.8,ann_csgd,24238760,86106,0.6,0.6,8385,2041,77721,24150613,0.097379973521009,8.450417084598653e-05,0.7422369447329665,0.9740383285274627
24,50.8,ann_csgd,24238760,86106,0.5,0.5,11740,4203,74366,24148451,0.1363435765219613,0.00017401814309930493,0.7422369447329665,0.9740383285274627
24,50.8,ann_csgd,24238760,86106,0.4,0.4,15866,8562,70240,24144092,0.184261259377976,0.0003544952037155006,0.7422369447329665,0.9740383285274627
24,50.8,ann_csgd,24238760,86106,0.3,0.3,21232,17771,64874,24134883,0.24657979699440224,0.0007357783537991311,0.7422369447329665,0.9740383285274627
24,50.8,ann_csgd,24238760,86106,0.2,0.2,29014,41073,57092,24111581,0.33695677420853365,0.00170055845622597,0.7422369447329665,0.9740383285274627
24,50.8,ann_csgd,24238760,86106,0.1,0.1,42054,121589,44052,24031065,0.4883980210438297,0.005034187961289885,0.7422369447329665,0.9740383285274627
24,50.8,ann_csgd,24238760,86106,0.0,0,86106,24152654,0,0,1.0,1.0,0.7422369447329665,0.9740383285274627
24,50.8,gnn_csgd,24238760,86106,,No positive forecasts,0,0,86106,24152654,0.0,0.0,0.741808492713111,0.9759021993469083
24,50.8,gnn_csgd,24238760,86106,0.9,0.9,1725,72,84381,24152582,0.02003344714654031,2.9810388539495495e-06,0.741808492713111,0.9759021993469083
24,50.8,gnn_csgd,24238760,86106,0.8,0.8,3616,333,82490,24152321,0.04199475065616798,1.3787304699516666e-05,0.741808492713111,0.9759021993469083
24,50.8,gnn_csgd,24238760,86106,0.7,0.7,6120,851,79986,24151803,0.0710751863981604,3.5234223120987034e-05,0.741808492713111,0.9759021993469083
24,50.8,gnn_csgd,24238760,86106,0.6,0.6,9242,2138,76864,24150516,0.10733282233526119,8.852029263533523e-05,0.741808492713111,0.9759021993469083
24,50.8,gnn_csgd,24238760,86106,0.5,0.5,12947,4764,73159,24147890,0.15036118272826515,0.00019724540416966185,0.741808492713111,0.9759021993469083
24,50.8,gnn_csgd,24238760,86106,0.4,0.4,17278,9893,68828,24142761,0.20065965205676725,0.00040960301919615126,0.741808492713111,0.9759021993469083
24,50.8,gnn_csgd,24238760,86106,0.3,0.3,22618,19775,63488,24132879,0.2626762362669268,0.0008187506019007269,0.741808492713111,0.9759021993469083
24,50.8,gnn_csgd,24238760,86106,0.2,0.2,29836,41639,56270,24111015,0.3465031472835807,0.0017239927338834067,0.741808492713111,0.9759021993469083
24,50.8,gnn_csgd,24238760,86106,0.1,0.1,41961,115302,44145,24037352,0.4873179569367988,0.004773885304695707,0.741808492713111,0.9759021993469083
24,50.8,gnn_csgd,24238760,86106,0.0,0,86106,24152654,0,0,1.0,1.0,0.741808492713111,0.9759021993469083
