duration_hours,start_forecast_hour,end_forecast_hour,valid_start_utc,valid_end_utc,message_count,variables,grib2,grib2_sha256,sidecar,sidecar_sha256,inventory,inventory_sha256,size_bytes
6,0,6,2026-09-20T12:00:00Z,2026-09-20T18:00:00Z,5,expected_precip_mm;prob_gt_0p25inch_percent;prob_gt_0p5inch_percent;prob_gt_1inch_percent;prob_gt_2inch_percent,6h/f00_f06/hrrr_2026092012_f00_f06_gnncsgd_6h_core.grib2,84a441560cf82c72f3a25b6e2caaf3df146f57a25502604037ed81a63e08513e,6h/f00_f06/hrrr_2026092012_f00_f06_gnncsgd_6h_core.grib2.json,e6cf05bf5211b610a89fa7975ed5610ad94c40537b203340263b5f86435f3d87,6h/f00_f06/wgrib2_inventory.txt,41cd1d9129a357eb1546932d392f5663c2eccf6a1e7d3fc8324c855f14e077c2,219342
6,6,12,2026-09-20T18:00:00Z,2026-09-21T00:00:00Z,5,expected_precip_mm;prob_gt_0p25inch_percent;prob_gt_0p5inch_percent;prob_gt_1inch_percent;prob_gt_2inch_percent,6h/f06_f12/hrrr_2026092012_f06_f12_gnncsgd_6h_core.grib2,d5921f28aa92e959766c550a7340b66bd07715f3480e3427e8db7ed0ef57e1dd,6h/f06_f12/hrrr_2026092012_f06_f12_gnncsgd_6h_core.grib2.json,244a11885b5d23712c7b12d7dd3b51e180917e8a5dbf27b89a8d77bc03240ed4,6h/f06_f12/wgrib2_inventory.txt,0d0017de3d4062d764012c465373ee14d169f20899a7b44309e8dffbad09f855,219342
6,12,18,2026-09-21T00:00:00Z,2026-09-21T06:00:00Z,5,expected_precip_mm;prob_gt_0p25inch_percent;prob_gt_0p5inch_percent;prob_gt_1inch_percent;prob_gt_2inch_percent,6h/f12_f18/hrrr_2026092012_f12_f18_gnncsgd_6h_core.grib2,0656e2391ed86ff2cbb119fc8af222c06443f0454702260da037531b51b1c05a,6h/f12_f18/hrrr_2026092012_f12_f18_gnncsgd_6h_core.grib2.json,8e40791da06a208bea12f0c267cce470bb8b4cddd352504795ae2ab9745c89f5,6h/f12_f18/wgrib2_inventory.txt,f9778e8c86be5fb9b78cd45ec1a2cc14d3b367755eda0c5d59203db7cad34c86,219342
6,18,24,2026-09-21T06:00:00Z,2026-09-21T12:00:00Z,5,expected_precip_mm;prob_gt_0p25inch_percent;prob_gt_0p5inch_percent;prob_gt_1inch_percent;prob_gt_2inch_percent,6h/f18_f24/hrrr_2026092012_f18_f24_gnncsgd_6h_core.grib2,43919d29e036a1bc29199fc01d78b4d27b753ae8594678936672d8a8e306c244,6h/f18_f24/hrrr_2026092012_f18_f24_gnncsgd_6h_core.grib2.json,c6cb8cf1febbe6fdade36baee432ac1a97a6b06d1df4c3975d1fd44827d058b9,6h/f18_f24/wgrib2_inventory.txt,63b1f9a1b538ef641def78d53f6a3e4011ca37be3a71a3e38736c02fa264ec6d,219342
6,24,30,2026-09-21T12:00:00Z,2026-09-21T18:00:00Z,5,expected_precip_mm;prob_gt_0p25inch_percent;prob_gt_0p5inch_percent;prob_gt_1inch_percent;prob_gt_2inch_percent,6h/f24_f30/hrrr_2026092012_f24_f30_gnncsgd_6h_core.grib2,a0562b538a5d383efec037f11646f13a79787884e6d9659e54ffec234f1d9991,6h/f24_f30/hrrr_2026092012_f24_f30_gnncsgd_6h_core.grib2.json,b95e55961ec458c90e90f945e0959b16edd597f6113b3178c5db1224a53fcc86,6h/f24_f30/wgrib2_inventory.txt,e5d516af6043c887c658adfe54083020bdbe0baa5ae86f91f9fc700a56f33903,219342
6,30,36,2026-09-21T18:00:00Z,2026-09-22T00:00:00Z,5,expected_precip_mm;prob_gt_0p25inch_percent;prob_gt_0p5inch_percent;prob_gt_1inch_percent;prob_gt_2inch_percent,6h/f30_f36/hrrr_2026092012_f30_f36_gnncsgd_6h_core.grib2,1137bb32ffbf9bb166aa31b921ca5dae003b532003660e6854ba11496461620c,6h/f30_f36/hrrr_2026092012_f30_f36_gnncsgd_6h_core.grib2.json,0eaa6130c4632e91da9212157e4540a4906987a94c25fc816af187bb2e7c982f,6h/f30_f36/wgrib2_inventory.txt,7a3ba2ac0b1122104535b83864b7a48fc3c534b690edbc640d451b025715a466,219342
6,36,42,2026-09-22T00:00:00Z,2026-09-22T06:00:00Z,5,expected_precip_mm;prob_gt_0p25inch_percent;prob_gt_0p5inch_percent;prob_gt_1inch_percent;prob_gt_2inch_percent,6h/f36_f42/hrrr_2026092012_f36_f42_gnncsgd_6h_core.grib2,576757e78a42807a3b40a230db20b619e873966bd1e3bf781e0290dfbf169e0f,6h/f36_f42/hrrr_2026092012_f36_f42_gnncsgd_6h_core.grib2.json,31e6d9e4970d8719e9c33b61a21a2f58f7d802aba4f5c7388e6698a24c470263,6h/f36_f42/wgrib2_inventory.txt,4956aaf7686e56fe78dcf978cbaa4152eef3d85ac711ed12593647286138d940,219342
6,42,48,2026-09-22T06:00:00Z,2026-09-22T12:00:00Z,5,expected_precip_mm;prob_gt_0p25inch_percent;prob_gt_0p5inch_percent;prob_gt_1inch_percent;prob_gt_2inch_percent,6h/f42_f48/hrrr_2026092012_f42_f48_gnncsgd_6h_core.grib2,0711cb6a875f131409267fdfa1d181c8fddd78a5ce2ca43cba4acd40e8d71c80,6h/f42_f48/hrrr_2026092012_f42_f48_gnncsgd_6h_core.grib2.json,673d5022bcab1d00789062daa8258ccfc344c6b523a2e3337a00a8f74822dfc1,6h/f42_f48/wgrib2_inventory.txt,a57da64af447c17fed5a8c00d43a071bb47fcc6bca29d76c6c78ed5f7a445513,219342
12,0,12,2026-09-20T12:00:00Z,2026-09-21T00:00:00Z,5,expected_precip_mm;prob_gt_0p5inch_percent;prob_gt_1inch_percent;prob_gt_2inch_percent;prob_gt_3inch_percent,12h/f00_f12/hrrr_2026092012_f00_f12_gnncsgd_12h_core.grib2,0403abb732e046554a83b963db84b0adb4ea3f437b337f19f31b2f34039324f4,12h/f00_f12/hrrr_2026092012_f00_f12_gnncsgd_12h_core.grib2.json,a31c9e2ac6150ca3e9fae50cfdf89d966d7dc60e17b8f72a45d62891821cfdf0,12h/f00_f12/wgrib2_inventory.txt,1cb043833e4be2e7c041c2702beba9383178dbe052b11ee8f29e24a5dcf0fef5,219342
12,6,18,2026-09-20T18:00:00Z,2026-09-21T06:00:00Z,5,expected_precip_mm;prob_gt_0p5inch_percent;prob_gt_1inch_percent;prob_gt_2inch_percent;prob_gt_3inch_percent,12h/f06_f18/hrrr_2026092012_f06_f18_gnncsgd_12h_core.grib2,e9a76b9024006a89fb634802e7910df9bea1662bb9a19d8af4ddce8e39845322,12h/f06_f18/hrrr_2026092012_f06_f18_gnncsgd_12h_core.grib2.json,8c50d5bb4e33a7379b23cf3ac717313c906b0cbb16a5e036e7dd100a4bc3e187,12h/f06_f18/wgrib2_inventory.txt,05249bca61c448d987f1f3e9009f9447d27527c1491be0487655eeffbd5471cf,219342
